parent_term,count,label
ENVO:00009004,36,obsolete insecta-associated habitat
ENVO:01000435,35,montane forest
ENVO:00000105,35,lake surface
ENVO:00000195,35,sinkhole
ENVO:01000676,35,contaminated air
PATO:0000141,34,structure
ENVO:01001077,34,lake with an oxic hypolimnion
ENVO:00002875,34,oil contaminated soil
PATO:0000025,34,composition
ENVO:09200009,34,structure of soil
ENVO:09200008,34,composition of soil
ENVO:01001267,34,stormwater
ENVO:01001703,33,polar environment
ENVO:01000339,33,polar biome
ENVO:00002226,33,borehole
ENVO:01000123,32,marine sponge reef biome
ENVO:01000043,31,neritic mesopelagic zone biome
ENVO:01000239,31,oak woodland
ENVO:00002127,31,stream sediment
ENVO:01000560,31,charcoal
ENVO:2000007,31,biochar
ENVO:01001051,31,environment determined by a biofilm on a non-saline surface
ENVO:03600096,31,step pool
ENVO:01000069,30,mesoscale marine eddy
ENVO:01001346,30,erosion
ENVO:03400002,30,area of polar tundra
ENVO:00000448,30,hydroelectric reservoir
ENVO:01000025,30,marine neritic benthic zone biome
ENVO:00000122,30,track
ENVO:00000112,30,area of tundra
ENVO:01000389,30,temperate mixed broadleaf forest
ENVO:03600040,30,fermentation starter
ENVO:01001800,30,tropical moist broadleaf forest
ENVO:01000131,30,mesophilic sediment
ENVO:01000598,29,freshwater spring
ENVO:01000773,29,village
ENVO:01000315,28,acidic environment
ENVO:00000270,27,beaver pond
ENVO:03600085,27,buoy
ENVO:00000473,27,gravel pit
ENVO:01000536,27,factory
ENVO:01001314,27,estuarine coastal lower water column
ENVO:01001312,27,estuarine coastal upper water column
ENVO:00002248,27,luvisol
ENVO:01000830,27,water-based rainfall
ENVO:01000323,26,atmospheric boundary layer
ENVO:01001222,26,commercial building
ENVO:01000544,26,boundary layer
ENVO:01000125,26,marine littoral zone
ENVO:01000543,26,atmospheric layer
ENVO:00002209,26,saline lake sediment
ENVO:00002982,26,clay
ENVO:00003044,25,brine
ENVO:00000563,25,pier
ENVO:01001897,25,neutral spring
ENVO:00002181,25,neutral hot spring
ENVO:00002263,25,garden soil
ENVO:01001854,25,hydrothermal field
ENVO:01001503,25,glacial surface layer
ENVO:00002184,24,subsurface landform
ENVO:03501254,24,water tank
ENVO:00002221,24,shop
ENVO:00012411,24,karst cave
ENVO:00002185,24,oil reservoir
ENVO:01001103,24,detritus
ENVO:03000084,24,thermokarst depression
ENVO:01001440,24,coal mining
ENVO:01001342,23,tidal flow process
ENVO:01001343,23,semi-diurnal marine tidal flow process
ENVO:01000982,23,water flow process
ENVO:01000237,23,coastal scrubland
ENVO:01001333,23,marine tidal flow process
ENVO:01000981,23,mass liquid flow
UBERON:0000465,22,material anatomical entity
ENVO:01001506,22,ice calf
ENVO:01000293,22,ice mass
ENVO:01001508,22,anchored ice calf
UBERON:0000061,22,anatomical structure
ENVO:01000579,22,television set
ENVO:01000126,22,marine sub-littoral zone
ENVO:01000824,22,exorheic lake
ENVO:00003041,22,cow shed
ENVO:03000110,22,cryoform
ENVO:00003869,22,straw
ENVO:00000416,21,coastal dune
ENVO:01000458,21,concrete
ENVO:00002047,21,urine material
ENVO:01001439,21,marine mining
ENVO:00002035,21,meteorite
ENVO:01001416,21,benthic deep-sea mining
ENVO:00000127,21,badland
ENVO:00005790,21,red soil
ENVO:01000584,21,table
ENVO:01000587,21,piece of furniture
ENVO:00002169,20,coal mine
ENVO:01000222,20,subtropical woodland biome
ENVO:00000151,20,sabkha
ENVO:03501302,20,cork
ENVO:00005760,20,burned soil
ENVO:03501230,20,field hospital
ENVO:02500044,20,urban pollution
ENVO:01000905,20,shrimp pond
ENVO:02500036,20,environmental pollution
ENVO:01000885,20,area of developed space with medium usage intensity
ENVO:00000476,20,lake inlet
ENVO:00000398,20,volcanic cone
ENVO:00005741,20,alpine soil
ENVO:03600071,19,cyanobacterial bloom
ENVO:00000183,19,stony desert
ENVO:01000367,19,anchialine cave
ENVO:00000159,19,sugar plantation
ENVO:01000924,19,plumbing drain
ENVO:01000508,19,salt material
ENVO:01000681,19,sodium chloride salt
ENVO:00000233,19,swamp ecosystem
ENVO:01000256,19,mineral material
ENVO:01000989,19,plumbing fixture
ENVO:02000007,19,tissue culture
ENVO:01001815,19,cell culturing
ENVO:00000080,18,mountain range
ENVO:00000478,18,range of mounts
ENVO:01001397,18,ultisol
ENVO:01000552,18,natural gas
ENVO:01000688,18,lake coast
ENVO:04000010,18,soil surface layer
ENVO:01001399,17,atmospheric aerosolisation of dust
ENVO:01001367,17,primary aerosol formation process
ENVO:01001398,17,aerosolisation of dust
ENVO:01001455,17,temperate mountain
ENVO:01001801,17,subtropical dry broadleaf forest
ENVO:02500003,17,atmospheric process
ENVO:00003031,17,animal manure
ENVO:00003065,16,distilled water
ENVO:00010624,16,botanical garden
ENVO:01001879,16,proglacial
ENVO:00000512,16,pond bed
ENVO:01001836,16,montane biome
ENVO:01001256,15,coastal shrimp pond
ENVO:01000006,15,coastal upwelling
ENVO:01000331,15,cypress swamp
ENVO:01000046,15,marginal sea biome
ENVO:01000216,15,montane shrubland biome
ENVO:01001171,15,conservation-focused active ecosystem management process
ENVO:01000856,15,temperate marginal sea biome
ENVO:01000992,14,shower fixture
ENVO:00000234,14,bayou
ENVO:00000219,14,landlocked sea
ENVO:01001559,14,cryopeg
ENVO:01001049,14,non-saline sediment environment
ENVO:00003968,14,air filter
ENVO:03000116,13,snowpack
ENVO:00002229,13,arenosol
ENVO:01000710,13,flood
ENVO:03000111,13,snow mass
ENVO:02000001,12,textile
ENVO:03501347,12,hotel
ENVO:03600018,12,organic horizon
ENVO:03501258,12,chicken house
ENVO:00000243,12,freshwater wetland ecosystem
ENVO:1000745,12,drought
ENVO:01000763,12,rural settlement
ENVO:01000762,12,sparsely populated settlement
ENVO:01000414,12,young plant
ENVO:01001739,12,warming of a fluid
ENVO:03501295,12,processing plant
ENVO:00002009,12,obsolete terrestrial habitat
ENVO:06105268,12,treated wastewater
ENVO:03000133,12,agricultural potting mixture
ENVO:01001321,12,brackish water body
ENVO:00000068,11,tunnel
ENVO:01000200,11,tropical broadleaf forest biome
ENVO:00000066,11,man-made tunnel
ENVO:00000189,11,peat swamp
ENVO:06105211,11,runoff
ENVO:01000267,11,atmosphere
ENVO:01000208,11,mediterranean woodland biome
ENVO:03501283,11,conveyor belt
ENVO:01000349,10,root matter
ENVO:00000374,10,wildlife management area
ENVO:00005797,10,lake bottom mud
ENVO:03501216,10,stainless steel
ENVO:00000138,10,cove
ENVO:00005784,10,spruce forest soil
ENVO:01000225,10,subtropical dry broadleaf forest biome
ENVO:00003042,10,piggery
ENVO:00000413,10,pingo
ENVO:01000276,9,ecoregion
ENVO:01000164,9,root nodule
ENVO:01000419,9,domestic garden
ENVO:00000034,9,rapids
ENVO:03600000,9,cleanroom
ENVO:00002269,9,thermocline
ENVO:00002138,9,beach sand
ENVO:00003905,9,obsolete vinegar
ENVO:00000283,8,ridge
ENVO:01001795,8,ecosystem process
ENVO:02000138,8,mangrove biome soil
ENVO:01000180,8,tundra biome
ENVO:01003002,8,particle
ENVO:02000047,8,animal feed
ENVO:00002141,8,leachate
ENVO:00000393,8,sound
ENVO:03501256,8,sheet of paper
FOODON:00002403,8,food material
ENVO:00000540,8,brackish lake
ENVO:00000474,8,cut
ENVO:01003005,8,day
ENVO:01000876,7,storm
ENVO:01000637,7,outer space
ENVO:00000218,7,black smoker
ENVO:00000249,7,lateral moraine
ENVO:03501251,7,vacuum cleaner
ENVO:01000641,7,planetary core
ENVO:00000169,7,canyon
ENVO:01000154,7,carbon dioxide-reducing sediment
ENVO:01000028,7,marine hadal zone biome
ENVO:01000066,7,marine anoxic zone
ENVO:02500023,6,algal production
ENVO:00002120,6,acidic hot spring
ENVO:01001898,6,acidic spring
ENVO:00000891,6,large freshwater lake biome
ENVO:01000668,6,geological fault
ENVO:00005756,6,lawn soil
ENVO:01000669,6,active geological fault
ENVO:01000312,6,culturing environment
ENVO:01001042,6,sterile water environment
ENVO:01001453,6,terrestrial mountain
ENVO:01000883,6,area of developed open space
ENVO:01001561,6,gel
ENVO:01000127,6,marine cold seep biome
ENVO:03600011,6,mineral horizon
ENVO:01000124,6,marine supra-littoral zone
ENVO:00002211,6,thermophilic anaerobic methanogenic reactor
ENVO:01001806,6,tropical grassland
ENVO:01000751,5,bedrock
ENVO:00002059,5,biosolids
ENVO:00000092,5,sea beach
PATO:0001842,5,acidity
PATO:0000033,5,concentration of
PATO:0103000,5,quantitative
ENVO:03501370,5,stagnant water
ENVO:00000149,5,artificial reef
PATO:0000070,5,amount
ENVO:3100030,5,acidity of water
ENVO:01000338,5,litter layer
ENVO:00000564,5,archeological site
ENVO:03501262,5,tray
ENVO:00005771,5,muddy soil
ENVO:03600004,5,drinking water treatment plant
ENVO:2000002,5,industrial wastewate treatment plant
ENVO:03605009,5,freshwater stream ecosystem
ENVO:03605008,5,freshwater stream biome
ENVO:01000991,5,bathtub fixture
ENVO:01000887,5,area of sedge- and forb-dominated herbaceous vegetation
ENVO:01000861,5,area of dwarf scrub
ENVO:02000023,5,bile material
ENVO:00002013,4,igneous rock
ENVO:01000356,4,granite
ENVO:03605000,4,periphytic biofilm
ENVO:00000040,4,waterfall
ENVO:00000273,4,continental slope
ENVO:00000009,4,national geopolitical entity
ENVO:00000123,4,political entity
ENVO:01000938,4,hot tub
ENVO:01001802,4,subtropical moist broadleaf forest
ENVO:00002267,4,industrial waste material
ENVO:00000062,4,populated place
ENVO:01000377,4,humid subtropical
ENVO:00002206,4,coal mine waste material
ENVO:01001799,4,tropical dry broadleaf forest
ENVO:00002207,4,self-heating coal mine waste material
ENVO:00000065,4,railway
ENVO:01000113,4,suspended sediment
ENVO:01000034,4,oceanic sea surface microlayer biome
ENVO:01001289,4,brush fire
ENVO:02000004,4,nesting material
ENVO:00000444,4,woodland clearing
ENVO:01000787,4,wildfire
ENVO:01001292,4,land fire
ENVO:01000788,4,conflagration
ENVO:00000013,4,cave system
ENVO:00003884,4,farmyard manure
ENVO:00000165,3,asphalt lake
ENVO:01000696,3,mass wasting flow
ENVO:00000418,3,ria
ENVO:00000246,3,volcanic crater
ENVO:01000392,3,tropical upper montane forest
ENVO:00000220,3,archipelago
ENVO:00005791,3,sterile water
ENVO:01000393,3,tropical lower montane forest
ENVO:01000690,3,mass wasting
ENVO:01000187,3,subtropical savanna biome
ENVO:00010625,3,zoological garden
ENVO:01001360,3,Paramo
ENVO:01001371,3,alpine tundra ecosystem
ENVO:01000117,3,granular sediment
ENVO:01000361,3,primary cave
ENVO:00002176,3,contaminated sludge
ENVO:04000012,3,particulate organic matter
ENVO:01000776,3,piece of plastic
ENVO:01000944,3,microplastic particle
ENVO:01000229,3,mediterranean savanna biome
ENVO:03501260,3,sewing table
ENVO:00002056,3,shale
ENVO:00000322,3,volcanic cave
ENVO:01000271,3,clastic sedimentary rock
ENVO:06105277,3,clay loam
ENVO:01000298,3,continental margin
ENVO:01000855,3,area of mixed forest
ENVO:00000888,3,large river headwater biome
ENVO:01001870,3,gas well
ENVO:01001056,3,environment determined by a biofilm on a saline surface
ENVO:00002270,3,chemocline
ENVO:00000110,3,lava tunnel
ENVO:01001061,2,caldera lake
ENVO:00000485,2,sea shore
ENVO:01001062,2,crater lake
ENVO:00000052,2,volcanic crater lake
ENVO:01000342,2,montane
ENVO:02500005,2,land degradation
BFO:0000034,2,function
ENVO:00003973,2,obsolete kefir
ENVO:01000465,2,building wall
ENVO:02500001,2,desertification
ENVO:01000188,2,tropical savanna biome
ENVO:00005748,2,dry soil
ENVO:01000403,2,tropical mangrove
ENVO:01000326,2,deep chlorophyll maximum layer
ENVO:03600081,2,cloud water
ENVO:00002063,2,oil seep
ENVO:01000894,2,area of emergent herbaceous wetland
ENVO:00003963,2,warehouse
ENVO:00002017,2,metamorphic rock
ENVO:01000962,2,diatomite
ENVO:00000128,2,dry valley
ENVO:03501198,2,wet market
ENVO:03600065,2,spring water
ENVO:00003076,2,glue
ENVO:02000050,2,obsolete spinach
ENVO:00000113,2,obsolete cultivated habitat
ENVO:00002031,2,obsolete anthropogenic habitat
ENVO:00000499,2,trough
ENVO:01000185,1,montane desert biome
ENVO:03501208,1,air vent
ENVO:03000040,1,melt pond
ENVO:01000756,1,obsolete vegetable
ENVO:03600092,1,artificial pond
ENVO:01000965,1,constructed swimming pool
ENVO:01000220,1,tropical woodland biome
ENVO:00002204,1,anthropogenic contamination feature
ENVO:00000087,1,cliff
ENVO:01000015,1,obsolete beer
ENVO:02000020,1,blood material
ENVO:06105012,1,biota
ENVO:06105013,1,marine biota
ENVO:01000040,1,oceanic benthopelagic zone biome
PCO:0000031,1,organismal entity
ENVO:02000051,1,obsolete unpasteurized milk product
ENVO:00003097,1,bore hole water
PCO:0000000,1,collection of organisms
ENVO:00009002,1,obsolete mammalia-associated habitat
ENVO:01000871,1,puddle of water
ENVO:01000580,1,telephone
ENVO:00002160,1,estuarine mud
ENVO:00002198,1,fresh water aquarium
ENVO:01001043,1,hypersaline water environment
ENVO:01000306,1,freshwater environment
ENVO:03501325,1,transport boat
ENVO:01000613,1,watercraft
ENVO:03501100,1,ferry
ENVO:03501105,1,merchant vessel
ENVO:01000608,1,boat
ENVO:00000519,1,agricultural terrace
ENVO:00000046,1,hedge
ENVO:00000508,1,terrace
ENVO:00000279,1,saline pan
ENVO:00000267,1,submarine canyon
